ORF_ID	FC_U	FC_T	transcript_id	gene_id
ENST00000334705.11_123768527_123768652_126	17.731466211933103	-10.6595302058166	ENST00000334705	ENSG00000176853
ENST00000335183.10_54396978_54399913_120	30.0	-12.8645661721221	ENST00000335183	ENSG00000100526
ENST00000335503.3_56051704_56052454_315	25.243141022831	-13.256281718698402	ENST00000335503	ENSG00000146731
ENST00000335508.10_197423971_197435090_123	14.4718423673149	-13.294120257260001	ENST00000335508	ENSG00000115524
ENST00000336219.3_105021035_105021118_84	15.679101699309301	-11.8455415309527	ENST00000336219	ENSG00000170779
ENST00000336300.9_228107865_228108452_105	16.4743817044162	-9.27863012626465	ENST00000336300	ENSG00000162910
ENST00000336300.9_228108298_228109290_201	16.4758769772906	-9.27863012626465	ENST00000336300	ENSG00000162910
ENST00000336425.9_139787405_139829388_99	16.5418538540056	-10.6973809320283	ENST00000336425	ENSG00000059377
ENST00000336714.7_18507650_18507799_150	17.576207060879298	-11.9854384745812	ENST00000336714	ENSG00000101310
ENST00000336824.8_172040585_172112492_81	24.4354380802366	-24.212681699317397	ENST00000336824	ENSG00000075420
ENST00000337003.4_103394300_103396442_129	17.636052552382502	-10.325002924750802	ENST00000337003	ENSG00000173915
ENST00000337018.10_19030981_19031076_96	10.882506071817401	-10.396461155936	ENST00000337018	ENSG00000064607
ENST00000337130.9_63842068_63842181_114	16.0128910991278	-11.1892954764434	ENST00000337130	ENSG00000169764
ENST00000337288.9_96208630_96208698_69	17.2768010522696	-10.4938746138933	ENST00000337288	ENSG00000084090
ENST00000337288.9_96208665_96208748_84	17.5189629010048	-10.4938746138933	ENST00000337288	ENSG00000084090
ENST00000338034.8_13016931_13017964_315	12.1052596157038	-11.060511140006199	ENST00000338034	ENSG00000006744
ENST00000338034.8_13017751_13018092_342	13.085672442827699	-11.060511140006199	ENST00000338034	ENSG00000006744
ENST00000338205.9_111451549_111484225_117	17.5120466930642	-11.699213793178199	ENST00000338205	ENSG00000136813
ENST00000338205.9_111484265_111484345_81	16.1744139716367	-11.699213793178199	ENST00000338205	ENSG00000136813
ENST00000338382.10_20715346_20717821_93	12.1695138819556	-11.7735021601703	ENST00000338382	ENSG00000188352
ENST00000338399.8_47971136_47973548_93	16.3432753917705	-10.1588072512729	ENST00000338399	ENSG00000108465
ENST00000339269.5_33396986_33401511_183	17.2289753698589	-10.271972405683199	ENST00000339269	ENSG00000101391
ENST00000339438.10_114749986_114750075_90	13.8972228895222	-13.5657599148593	ENST00000339438	ENSG00000009307
ENST00000339438.10_114750100_114750177_78	18.3847448573055	-13.5657599148593	ENST00000339438	ENSG00000009307
ENST00000339594.8_73522108_73522203_96	17.1704467043071	-12.4760804141521	ENST00000339594	ENSG00000009954
ENST00000339865.9_11841844_11842116_273	16.046845230842	-11.5918269429106	ENST00000339865	ENSG00000170242
ENST00000339877.8_30384512_30385093_582	15.735044854958598	-9.97092937100872	ENST00000339877	ENSG00000157110
ENST00000339995.9_10806862_10807311_81	26.3300409472935	-26.682989486413003	ENST00000339995	ENSG00000110321
ENST00000339995.9_10808748_10808900_153	26.295461566921897	-26.682989486413003	ENST00000339995	ENSG00000110321
ENST00000339995.9_10808857_10809012_156	25.9948043610361	-26.682989486413003	ENST00000339995	ENSG00000110321
ENST00000340062.9_76047848_76047979_132	16.6779275859927	-9.81840169352943	ENST00000340062	ENSG00000127952
ENST00000340253.9_148383985_148394754_96	15.862273939565899	-11.4843905854134	ENST00000340253	ENSG00000145868
ENST00000340535.11_222644304_222645570_300	13.566244382169302	-11.3483227217174	ENST00000340535	ENSG00000154305
ENST00000340535.11_222644429_222644569_141	17.4554755754083	-11.3483227217174	ENST00000340535	ENSG00000154305
ENST00000340930.7_140890755_141001146_126	12.499353537105598	-12.4235825624284	ENST00000340930	ENSG00000169398
ENST00000340930.7_140890766_140925743_87	12.970459221372302	-12.4235825624284	ENST00000340930	ENSG00000169398
ENST00000341068.7_111880795_111884186_300	17.0486938816902	-8.480616364494361	ENST00000341068	ENSG00000153107
ENST00000341068.7_111883964_111884239_276	17.0110382851148	-8.480616364494361	ENST00000341068	ENSG00000153107
ENST00000341189.8_101624857_101624934_78	15.608531711366599	-10.262306947411801	ENST00000341189	ENSG00000102401
ENST00000341189.8_101624897_101624998_102	15.4272642497368	-10.262306947411801	ENST00000341189	ENSG00000102401
ENST00000341307.6_63681479_63681631_153	18.832997260289897	-11.094268279111303	ENST00000341307	ENSG00000133318
ENST00000341657.8_4235825_4263960_288	10.820295563604601	-10.5874670523608	ENST00000341657	ENSG00000185722
ENST00000341681.9_39378113_39437012_132	11.549026596383	-10.656548201073699	ENST00000341681	ENSG00000011566
ENST00000341942.9_100148918_100149560_120	18.5989410230076	-10.597445696874301	ENST00000341942	ENSG00000188186
ENST00000342308.9_5109390_5113065_267	30.0	-9.191934843691481	ENST00000342308	ENSG00000089063
ENST00000342312.9_40346522_40346647_126	18.2214913522041	-11.162904594745099	ENST00000342312	ENSG00000239900
ENST00000342677.10_65455713_65561432_102	23.046568974095802	-24.6847381415973	ENST00000342677	ENSG00000033170
ENST00000342677.10_65561404_65561487_84	23.380156666584803	-24.6847381415973	ENST00000342677	ENSG00000033170
ENST00000343028.8_27014255_27014359_105	16.227404143289	-10.194194331122901	ENST00000343028	ENSG00000064115
ENST00000343289.9_103174968_103193298_78	18.9310729995502	-11.921881860594802	ENST00000343289	ENSG00000076685
ENST00000344920.8_43603131_43609245_267	16.0527155282321	-10.5226851257954	ENST00000344920	ENSG00000112992
ENST00000345146.6_208254987_208255112_126	16.4337075938309	-11.0455036967504	ENST00000345146	ENSG00000138413
ENST00000345146.6_208255001_208255120_120	16.3777131284813	-11.0455036967504	ENST00000345146	ENSG00000138413
ENST00000345436.8_66552571_66552720_150	17.259740713310197	-9.35640783092112	ENST00000345436	ENSG00000217555
ENST00000345496.6_44801724_44801864_141	16.3904285892135	-10.702344113702	ENST00000345496	ENSG00000184787
ENST00000345795.6_44288933_44289349_417	11.2027704620148	-9.86116996918513	ENST00000345795	ENSG00000166734
ENST00000345877.6_102110480_102110797_318	17.475213740277802	-10.9581441869067	ENST00000345877	ENSG00000137693
ENST00000346134.11_55853753_55858370_102	13.0364466122606	-11.4217317670963	ENST00000346134	ENSG00000090989
ENST00000346416.6_33396986_33401511_183	17.4161291595965	-10.4197574138007	ENST00000346416	ENSG00000101391
ENST00000348160.8_26320807_26320935_129	14.9090333309536	-10.945921314292299	ENST00000348160	ENSG00000168214
ENST00000348259.9_228107865_228109260_201	16.0194212263412	-9.27863012626465	ENST00000348259	ENSG00000162910
ENST00000348259.9_228108270_228109243_144	17.14197869982	-9.27863012626465	ENST00000348259	ENSG00000162910
ENST00000348581.9_241848841_241848903_63	16.7520093592478	-9.69717801688141	ENST00000348581	ENSG00000174371
ENST00000348956.6_103522060_103523093_651	11.166003939052699	-10.6879545241021	ENST00000348956	ENSG00000166165
ENST00000349014.7_50903929_50909507_81	17.3487568501681	-11.8830658319397	ENST00000349014	ENSG00000101126
ENST00000349431.10_1273704_1273859_156	15.487656534314699	-10.549706918935	ENST00000349431	ENSG00000160087
ENST00000349598.6_55853753_55858370_102	13.0222745415575	-11.4044572772206	ENST00000349598	ENSG00000090989
ENST00000349945.5_69566030_69566338_309	16.6340298546183	-11.0536272147887	ENST00000349945	ENSG00000102908
ENST00000350027.8_222589740_222589844_105	16.5076859327778	-9.816738062315169	ENST00000350027	ENSG00000143498
ENST00000351677.6_112418941_112419066_126	16.212566497465502	-10.524351689351699	ENST00000351677	ENSG00000179295
ENST00000351677.6_112418957_112419046_90	16.1123783817523	-10.524351689351699	ENST00000351677	ENSG00000179295
ENST00000351960.10_72035965_72080364_126	17.4270261539278	-11.6155994161476	ENST00000351960	ENSG00000137497
ENST00000351986.10_171387879_171390054_132	18.9508234620608	-10.989964612055301	ENST00000351986	ENSG00000181163
ENST00000352066.7_49909797_49927734_129	17.755713259474	-11.436288275687199	ENST00000352066	ENSG00000213024
ENST00000352171.11_51878612_51878776_165	12.891803537439301	-12.8845627251836	ENST00000352171	ENSG00000078618
ENST00000352171.11_51878619_51878783_165	12.931745488225	-12.8845627251836	ENST00000352171	ENSG00000078618
ENST00000352397.9_42636798_42649515_270	11.622915868086	-11.9355473920013	ENST00000352397	ENSG00000100243
ENST00000352967.8_222589740_222589844_105	16.5076859327778	-9.816738062315169	ENST00000352967	ENSG00000143498
ENST00000353364.7_62260338_62294183_171	17.352850062970198	-11.3503348956339	ENST00000353364	ENSG00000135655
ENST00000353548.10_122224612_122226021_90	11.795214445999301	-10.870437042075901	ENST00000353548	ENSG00000184047
ENST00000354071.7_43124033_43125301_114	15.71212252516	-9.82355535255395	ENST00000354071	ENSG00000012048
ENST00000354200.4_448027_462518_231	16.1692445053795	-9.43154496045599	ENST00000354200	ENSG00000125875
ENST00000354353.9_77183516_77403931_243	12.2407406040695	-12.100015772614999	ENST00000354353	ENSG00000156113
ENST00000354353.9_77403927_77404025_99	19.155461764802197	-12.100015772614999	ENST00000354353	ENSG00000156113
ENST00000354436.6_69566030_69566338_309	16.7967473195794	-11.205550056093399	ENST00000354436	ENSG00000102908
ENST00000354777.6_68232372_68232539_168	16.4402528310648	-11.2160081742573	ENST00000354777	ENSG00000116729
ENST00000354831.11_51878612_51878776_165	12.8958330348412	-12.8863226796354	ENST00000354831	ENSG00000078618
ENST00000354831.11_51878619_51878783_165	12.9357749778759	-12.8863226796354	ENST00000354831	ENSG00000078618
ENST00000355472.9_177426769_177426864_96	17.1858054586595	-9.68968468105825	ENST00000355472	ENSG00000198055
ENST00000355476.7_26320945_26362449_108	17.9174574024508	-10.870424453173099	ENST00000355476	ENSG00000168214
ENST00000355758.8_11782359_11797180_87	15.883185034252698	-10.392946540782301	ENST00000355758	ENSG00000122299
ENST00000355951.2_143876575_143902116_138	17.235868902939	-10.2208376547402	ENST00000355951	ENSG00000198420
ENST00000355956.6_155051316_155051462_147	12.276579042711699	-11.843741294579301	ENST00000355956	ENSG00000143537
ENST00000355956.6_155051353_155052677_120	12.1746566828381	-11.843741294579301	ENST00000355956	ENSG00000143537
ENST00000355972.8_47310079_47347885_156	16.427722133423	-10.9695184745821	ENST00000355972	ENSG00000101040
ENST00000355972.8_47347910_47356679_111	15.826415165713902	-10.9695184745821	ENST00000355972	ENSG00000101040
ENST00000356000.7_63681479_63681631_153	18.9711912357627	-11.327125516313	ENST00000356000	ENSG00000133318
ENST00000356033.8_75154351_75154542_192	25.285135722030397	-13.0473061937201	ENST00000356033	ENSG00000189159
ENST00000356033.8_75154442_75154519_78	14.9455858709304	-13.0473061937201	ENST00000356033	ENSG00000189159
ENST00000356057.9_59484453_59484551_99	25.842162482551103	-24.686079062322804	ENST00000356057	ENSG00000050130
ENST00000356057.9_59484458_59484556_99	25.6458425667483	-24.686079062322804	ENST00000356057	ENSG00000050130
ENST00000356057.9_59484475_59485062_192	25.1468385942736	-24.686079062322804	ENST00000356057	ENSG00000050130
ENST00000356126.7_67366420_67366566_147	12.817233195546901	-12.4444517963585	ENST00000356126	ENSG00000197170
ENST00000356143.5_141966837_141973736_222	17.029180207616697	-10.0086799829519	ENST00000356143	ENSG00000013561
ENST00000356438.7_125899364_125899534_171	10.7828494975049	-10.3552949835256	ENST00000356438	ENSG00000198331
ENST00000356641.7_120337110_120337244_135	15.939971529556	-10.298001451572599	ENST00000356641	ENSG00000196914
ENST00000356847.8_37243254_37243472_219	30.0	-24.264913312423	ENST00000356847	ENSG00000144674
ENST00000356847.8_37243262_37251459_426	23.1130414739035	-24.264913312423	ENST00000356847	ENSG00000144674
ENST00000356847.8_37243318_37243458_141	30.0	-24.264913312423	ENST00000356847	ENSG00000144674
ENST00000356891.3_88035510_88040152_234	18.1445074073475	-9.627405227705962	ENST00000356891	ENSG00000133641
ENST00000356955.6_155051316_155051462_147	12.2781234501756	-11.8461303203528	ENST00000356955	ENSG00000143537
ENST00000356955.6_155051353_155052677_120	12.1762007769389	-11.8461303203528	ENST00000356955	ENSG00000143537
ENST00000357385.7_81891777_81894478_99	-30.0	21.776104326299702	ENST00000357385	ENSG00000141552
ENST00000357385.7_81891779_81891850_72	-30.0	21.776104326299702	ENST00000357385	ENSG00000141552
ENST00000357430.7_222860968_222861189_222	17.143964583431497	-12.4526873643057	ENST00000357430	ENSG00000123983
ENST00000357602.7_97975995_97982510_105	13.611465883448801	-14.599495770499699	ENST00000357602	ENSG00000065150
ENST00000357710.8_73136546_73147816_60	19.5330769338112	-12.4855856518169	ENST00000357710	ENSG00000080815
ENST00000357720.8_13116344_13116735_171	16.2749364974563	-10.2712568516478	ENST00000357720	ENSG00000104907
ENST00000357720.8_13116683_13116748_66	15.8427712139826	-10.2712568516478	ENST00000357720	ENSG00000104907
ENST00000357797.9_101813561_101818386_609	17.811308213639997	-11.568727264754699	ENST00000357797	ENSG00000198408
ENST00000357797.9_101818112_101818225_114	16.0812894994382	-11.568727264754699	ENST00000357797	ENSG00000198408
ENST00000357886.8_33396986_33401511_183	17.4161291595965	-10.420156716709501	ENST00000357886	ENSG00000101391
ENST00000357955.6_50617170_50617546_90	15.765120452563501	-10.5520411779703	ENST00000357955	ENSG00000114738
ENST00000358350.8_48634308_48634466_159	15.226677356138001	-10.7140544035376	ENST00000358350	ENSG00000075539
ENST00000358350.8_48710697_48780231_156	15.8860697354513	-10.7140544035376	ENST00000358350	ENSG00000075539
ENST00000358377.6_72926442_72937979_111	15.2691826319624	-10.427911519214	ENST00000358377	ENSG00000119599
ENST00000358550.6_71586859_71587632_132	18.279349058256603	-11.9106425848683	ENST00000358550	ENSG00000197555
ENST00000358550.6_71586867_71587655_147	18.279349058256603	-11.9106425848683	ENST00000358550	ENSG00000197555
ENST00000358550.6_71586896_71587606_69	17.5974239582077	-11.9106425848683	ENST00000358550	ENSG00000197555
ENST00000358602.8_73258442_73258708_267	12.783159502422599	-12.7245280308862	ENST00000358602	ENSG00000132466
ENST00000358691.9_67218651_67239464_204	17.131185941226	-11.183102360190599	ENST00000358691	ENSG00000198265
ENST00000358755.4_103298965_103299987_63	15.518137485499802	-10.981624663357302	ENST00000358755	ENSG00000164930
ENST00000358951.6_220213892_220272345_276	11.1478572882213	-11.3297714411309	ENST00000358951	ENSG00000118873
ENST00000358965.10_72062604_72080511_207	18.135045541494698	-12.593469309378	ENST00000358965	ENSG00000137497
ENST00000359003.6_34792476_34825569_186	17.3082428500873	-10.267396046534	ENST00000359003	ENSG00000198646
ENST00000359039.4_21334859_21334981_123	16.0995729462946	-9.809536180890529	ENST00000359039	ENSG00000198642
ENST00000359087.8_66826772_66830975_138	13.9849372989572	-10.9562972768168	ENST00000359087	ENSG00000159593
ENST00000359087.8_66830851_66830961_111	17.8457916890363	-10.9562972768168	ENST00000359087	ENSG00000159593
ENST00000359208.6_93877766_93879162_183	22.529184270680197	-23.7311748560751	ENST00000359208	ENSG00000067334
ENST00000359280.8_155051316_155051462_147	12.2781234501756	-11.845987474802001	ENST00000359280	ENSG00000143537
ENST00000359280.8_155051353_155052677_120	12.1762007769389	-11.845987474802001	ENST00000359280	ENSG00000143537
ENST00000359353.9_63792513_63798056_69	17.307718658701198	-11.5252645983499	ENST00000359353	ENSG00000198231
ENST00000359462.9_53452300_53454813_165	-22.222571621252197	-1.24752892005956	ENST00000359462	ENSG00000197111
ENST00000359462.9_53452301_53454817_168	-23.024381186462804	-1.24752892005956	ENST00000359462	ENSG00000197111
ENST00000359479.7_155854148_155854429_282	15.451831233913	-10.498626741219999	ENST00000359479	ENSG00000169359
ENST00000359479.7_155854236_155854316_81	15.3194598803223	-10.498626741219999	ENST00000359479	ENSG00000169359
ENST00000359479.7_155854323_155854427_105	12.4778374989765	-10.498626741219999	ENST00000359479	ENSG00000169359
ENST00000359541.6_27343454_27343570_117	15.6995399964193	-10.068940559711901	ENST00000359541	ENSG00000115207
ENST00000359646.1_35664801_35664884_84	12.442927094823899	-11.061379554889697	ENST00000359646	ENSG00000244462
ENST00000359697.7_76047848_76047943_96	16.8661611592487	-10.3687681446264	ENST00000359697	ENSG00000127952
ENST00000359947.8_43530893_43531084_192	16.364446665621198	-11.087120108996501	ENST00000359947	ENSG00000142949
ENST00000359957.7_66342185_66345124_210	17.2015281723049	-9.76998241755211	ENST00000359957	ENSG00000174744
ENST00000359957.7_66344998_66345096_99	16.6181086527196	-9.76998241755211	ENST00000359957	ENSG00000174744
ENST00000360467.5_110307286_110307871_255	14.8223313343896	-11.083916830218598	ENST00000360467	ENSG00000134871
ENST00000360467.5_110307288_110307512_225	14.8223313343896	-11.083916830218598	ENST00000360467	ENSG00000134871
ENST00000360534.7_162074089_162074355_267	18.3034649982707	-12.0307678056563	ENST00000360534	ENSG00000197635
ENST00000360534.7_162074127_162074408_282	16.0392001307257	-12.0307678056563	ENST00000360534	ENSG00000197635
ENST00000360534.7_162074389_162074526_138	16.7301689820884	-12.0307678056563	ENST00000360534	ENSG00000197635
ENST00000360586.7_55026726_55027072_123	13.9334015638585	-13.102188864448	ENST00000360586	ENSG00000198554
ENST00000360591.7_76047848_76047979_132	16.6779275859927	-9.81840169352943	ENST00000360591	ENSG00000127952
ENST00000360674.8_155051316_155051462_147	12.242066883021801	-11.7995513488825	ENST00000360674	ENSG00000143537
ENST00000360674.8_155051353_155052677_120	12.1401513152887	-11.7995513488825	ENST00000360674	ENSG00000143537
ENST00000360689.9_65455713_65561432_102	12.221595093031599	-12.8579830200105	ENST00000360689	ENSG00000033170
ENST00000360982.2_183038147_183038842_696	18.4473815566373	-12.238115244284801	ENST00000360982	ENSG00000061676
ENST00000360982.2_183038214_183038492_279	18.4473815566373	-12.238115244284801	ENST00000360982	ENSG00000061676
ENST00000361059.7_139307241_139307312_72	21.6532031893758	-13.781421132762999	ENST00000361059	ENSG00000280987
ENST00000361078.6_20312355_20327369_129	18.5679129134771	-11.095565689585301	ENST00000361078	ENSG00000055917
ENST00000361078.6_20327365_20350717_135	16.4190350943059	-11.095565689585301	ENST00000361078	ENSG00000055917
ENST00000361114.9_72563022_72626090_285	10.7581606926001	-10.477288090574199	ENST00000361114	ENSG00000107745
ENST00000361150.6_193593199_193614739_228	25.642781638984605	-24.468410411439198	ENST00000361150	ENSG00000198836
ENST00000361188.9_90994459_90994893_435	17.4886560879787	-12.233769442659	ENST00000361188	ENSG00000198901
ENST00000361354.8_183038147_183038470_324	18.4473815566373	-12.238115244284801	ENST00000361354	ENSG00000061676
ENST00000361354.8_183038214_183038384_171	18.4473815566373	-12.238115244284801	ENST00000361354	ENSG00000061676
ENST00000361464.7_101813561_101818386_609	17.9401039515672	-11.713186086933101	ENST00000361464	ENSG00000198408
ENST00000361464.7_101818112_101818225_114	16.209836541085302	-11.713186086933101	ENST00000361464	ENSG00000198408
ENST00000361715.6_193593199_193614739_228	25.7184807675098	-24.454723025274202	ENST00000361715	ENSG00000198836
ENST00000361924.6_37243177_37243458_282	30.0	-24.420820019264497	ENST00000361924	ENSG00000144674
ENST00000361924.6_37243245_37243472_228	30.0	-24.420820019264497	ENST00000361924	ENSG00000144674
ENST00000361924.6_37243262_37251459_426	23.114158291768497	-24.420820019264497	ENST00000361924	ENSG00000144674
ENST00000361983.6_68988825_68989106_282	11.627395239291198	-11.4007429595327	ENST00000361983	ENSG00000198954
ENST00000366548.7_241848193_241848273_81	15.666982188127001	-9.69717801688141	ENST00000366548	ENSG00000174371
ENST00000366548.7_241848841_241848903_63	16.7520093592478	-9.69717801688141	ENST00000366548	ENSG00000174371
ENST00000366733.5_228107865_228108452_105	16.4743817044162	-9.27863012626465	ENST00000366733	ENSG00000162910
ENST00000366734.5_228107865_228108452_108	16.4743817044162	-9.27863012626465	ENST00000366734	ENSG00000162910
ENST00000366735.5_228107865_228108373_144	16.3473405063332	-9.27863012626465	ENST00000366735	ENSG00000162910
ENST00000366736.5_228107865_228108452_105	16.4743817044162	-9.27863012626465	ENST00000366736	ENSG00000162910
ENST00000366739.5_228107865_228108452_105	16.4743817044162	-9.27863012626465	ENST00000366739	ENSG00000162910
ENST00000366740.5_228107865_228108452_108	16.4743817044162	-9.27863012626465	ENST00000366740	ENSG00000162910
ENST00000366742.5_228108298_228109041_111	15.8360144509519	-9.27863012626465	ENST00000366742	ENSG00000162910
ENST00000366744.5_228107865_228109243_252	16.200891073799	-9.27863012626465	ENST00000366744	ENSG00000162910
ENST00000366744.5_228108468_228109260_153	16.572252947081598	-9.27863012626465	ENST00000366744	ENSG00000162910
ENST00000366747.7_228107865_228108452_105	16.4743817044162	-9.27863012626465	ENST00000366747	ENSG00000162910
ENST00000366766.6_227101098_227101169_72	16.3616942061376	-10.1904363088694	ENST00000366766	ENSG00000143776
ENST00000367030.7_209650950_209652324_108	17.918497562332497	-12.3932513706704	ENST00000367030	ENSG00000196878
ENST00000367034.4_159790473_159790535_63	17.2606020238993	-10.3474685921203	ENST00000367034	ENSG00000112110
ENST00000367178.7_154733558_154733923_366	14.850643229595098	-10.760912146280502	ENST00000367178	ENSG00000213079
ENST00000367186.7_154733416_154733923_165	14.853619559119501	-10.775103889427701	ENST00000367186	ENSG00000213079
ENST00000367264.6_202808121_202808408_288	17.8523861138879	-12.1308186828916	ENST00000367264	ENSG00000117139
ENST00000367265.7_202808121_202808438_318	17.8503424463344	-12.128008540489303	ENST00000367265	ENSG00000117139
ENST00000367837.9_135054749_135054898_150	17.3442773846402	-10.273290936415	ENST00000367837	ENSG00000112339
ENST00000367843.7_167936701_167936781_81	15.886129007419699	-9.8204570752708	ENST00000367843	ENSG00000143164
ENST00000367881.9_165768778_165769140_363	23.970385519292602	-24.377737447073102	ENST00000367881	ENSG00000143183
ENST00000368020.5_161043275_161044924_99	15.6214754040322	-9.588825855873429	ENST00000368020	ENSG00000158773
ENST00000368223.3_156677167_156677334_168	12.8151500980146	-12.6894158947906	ENST00000368223	ENSG00000132688
ENST00000368412.7_155051316_155051462_147	12.242066883021801	-11.7992848757122	ENST00000368412	ENSG00000143537
ENST00000368412.7_155051353_155052677_120	12.1401513152887	-11.7992848757122	ENST00000368412	ENSG00000143537
ENST00000368518.5_154220418_154220522_105	16.4571740355499	-10.4715830353139	ENST00000368518	ENSG00000143612
ENST00000368694.7_153634083_153634190_108	10.7562489378969	-10.719037014314301	ENST00000368694	ENSG00000160679
ENST00000368872.5_151316469_151324787_84	15.1648517991214	-10.4877254817044	ENST00000368872	ENSG00000143393
ENST00000368872.5_151327336_151327407_72	15.5859182595999	-10.4877254817044	ENST00000368872	ENSG00000143393
ENST00000368873.5_151316469_151327325_96	14.8970144077455	-10.4860382962774	ENST00000368873	ENSG00000143393
ENST00000368873.5_151327336_151327407_72	15.5859182595999	-10.4860382962774	ENST00000368873	ENSG00000143393
ENST00000368905.8_151166044_151166514_204	30.0	-8.19058267391758	ENST00000368905	ENSG00000163156
ENST00000369075.7_119892736_119898564_348	11.2096212548181	-10.736158758300402	ENST00000369075	ENSG00000107651
ENST00000369162.6_100881091_100881249_159	16.0975637900813	-11.0215819089923	ENST00000369162	ENSG00000112249
ENST00000369162.6_100881135_100881212_78	15.2362719634265	-11.0215819089923	ENST00000369162	ENSG00000112249
ENST00000369367.7_45990357_45990449_93	13.053349647243099	-12.2051831918493	ENST00000369367	ENSG00000139218
ENST00000369530.5_114749986_114750075_90	13.8972228895222	-13.565571362081599	ENST00000369530	ENSG00000009307
ENST00000369530.5_114750100_114750177_78	18.3847448573055	-13.565571362081599	ENST00000369530	ENSG00000009307
ENST00000369530.5_114750177_114757998_105	11.953017111432299	-13.565571362081599	ENST00000369530	ENSG00000009307
ENST00000369530.5_114750206_114757991_69	19.2229143847534	-13.565571362081599	ENST00000369530	ENSG00000009307
ENST00000369622.7_85641313_85643047_390	30.0	-11.9995610187203	ENST00000369622	ENSG00000135316
ENST00000369622.7_85641423_85642902_135	20.7838000891689	-11.9995610187203	ENST00000369622	ENSG00000135316
ENST00000369622.7_85643113_85643253_141	17.1976924487517	-11.9995610187203	ENST00000369622	ENSG00000135316
ENST00000369636.6_112703684_112707098_144	22.965895924632502	-24.9796719692832	ENST00000369636	ENSG00000155366
ENST00000369825.5_103394296_103395796_150	15.7984767928894	-10.325002924750802	ENST00000369825	ENSG00000173915
ENST00000369825.5_103395862_103396014_153	16.8862426884988	-10.325002924750802	ENST00000369825	ENSG00000173915
ENST00000369825.5_103395888_103395971_84	16.5798447143797	-10.325002924750802	ENST00000369825	ENSG00000173915
ENST00000369983.3_102245555_102245725_171	16.9410482127909	-11.3307341379174	ENST00000369983	ENSG00000107862
ENST00000369983.3_102245560_102245751_192	17.0347768209053	-11.3307341379174	ENST00000369983	ENSG00000107862
ENST00000370008.3_108746704_108752275_102	12.2377897625734	-10.559875267253801	ENST00000370008	ENSG00000116266
ENST00000370021.1_108692618_108692863_246	15.5870452680602	-9.86031019479807	ENST00000370021	ENSG00000134186
ENST00000370050.9_75265281_75267645_63	11.679432877841	-10.9408945603399	ENST00000370050	ENSG00000112697
ENST00000370081.6_75241213_75250109_264	30.0	-24.6978889075128	ENST00000370081	ENSG00000112695
ENST00000370085.3_153794680_153796529_171	10.924077231696698	-11.5148395275354	ENST00000370085	ENSG00000180879
ENST00000370086.7_153794680_153796529_171	11.248931803127197	-11.8595650734704	ENST00000370086	ENSG00000180879
ENST00000370087.5_153794680_153796529_171	11.248931803127197	-11.8595650734704	ENST00000370087	ENSG00000180879
ENST00000370089.6_75241213_75243867_204	30.0	-24.6978889075128	ENST00000370089	ENSG00000112695
ENST00000370128.8_100266227_100266536_207	16.4203414591258	-9.40095910812476	ENST00000370128	ENSG00000137996
ENST00000370238.7_93904584_93909233_201	12.7238691508024	-10.788213951342001	ENST00000370238	ENSG00000023909
ENST00000370238.7_93909088_93909216_129	17.867525615679398	-10.788213951342001	ENST00000370238	ENSG00000023909
ENST00000370283.8_63272798_63275609_156	16.3752464218856	-10.6186643687653	ENST00000370283	ENSG00000101199
ENST00000370339.7_63215965_63216231_267	16.6417614949687	-9.99303929663133	ENST00000370339	ENSG00000149658
ENST00000370477.5_147912013_147921939_225	10.922700706823699	-10.578619577935902	ENST00000370477	ENSG00000102081
ENST00000370558.8_86704689_86704865_177	15.3829575589855	-10.6854327732028	ENST00000370558	ENSG00000097033
ENST00000370747.8_78649851_78650202_72	16.396788458002803	-10.482821887445	ENST00000370747	ENSG00000137965
ENST00000370976.7_68232372_68232539_168	16.2023767714285	-11.027091356842599	ENST00000370976	ENSG00000116729
ENST00000371121.4_129518413_129523401_240	15.1331021019602	-13.373068309362301	ENST00000371121	ENSG00000102038
ENST00000371121.4_129523301_129523375_75	20.0214530049555	-13.373068309362301	ENST00000371121	ENSG00000102038
ENST00000371122.8_129518413_129523494_333	14.4926783900472	-13.3454580741093	ENST00000371122	ENSG00000102038
ENST00000371122.8_129523301_129523375_75	20.000271856851	-13.3454580741093	ENST00000371122	ENSG00000102038
ENST00000371123.5_129518413_129523485_324	14.509328980005698	-13.3690563942848	ENST00000371123	ENSG00000102038
ENST00000371123.5_129523301_129523375_75	20.0169190333319	-13.3690563942848	ENST00000371123	ENSG00000102038
ENST00000371144.7_124021385_124022582_99	19.2106880214331	-13.137194883492501	ENST00000371144	ENSG00000101972
ENST00000371145.7_124021385_124022582_99	19.218946330036896	-13.141985825726	ENST00000371145	ENSG00000101972
ENST00000371157.7_123961738_124022582_171	13.4482365376068	-13.137194883492501	ENST00000371157	ENSG00000101972
ENST00000371157.7_123961757_124022574_144	13.3278107963466	-13.137194883492501	ENST00000371157	ENSG00000101972
ENST00000371160.5_123961316_124022582_243	14.5727819856534	-13.137194883492501	ENST00000371160	ENSG00000101972
ENST00000371160.5_123961811_124022574_90	14.438525948658599	-13.137194883492501	ENST00000371160	ENSG00000101972
ENST00000371242.6_57351239_57354716_222	13.951963801416	-11.6897050958063	ENST00000371242	ENSG00000101146
